src_tokens,trg_tokens,src_tokens_word,trg_tokens_word,src_ids,trg_ids,src_ids_word,trg_ids_word,src_len,trg_len,src_len_word,trg_len_word
"['▁do', '▁you', '▁know', '▁where', '▁toms', '▁house', '▁is', '?']","['▁के', '▁तपाईलाई', '▁थाहा', '▁छ', '▁टमको', '▁घर', '▁कहाँ', '▁छ', '?']","['▁do', '▁you', '▁know', '▁where', '▁toms', '▁house', '▁is?']","['▁के', '▁तपाईलाई', '▁थाहा', '▁छ', '▁टमको', '▁घर', '▁कहाँ', '▁छ?']","[2, 35, 21, 121, 264, 295, 424, 32, 6, 3]","[2, 34, 246, 128, 13, 198, 278, 239, 13, 5, 3]","[2, 12, 6, 39, 77, 90, 228, 876, 3]","[2, 7, 53, 20, 22, 36, 125, 70, 29, 3]",10,11,9,10
"['▁do', '▁not', '▁forget', '▁to', '▁do', '▁your', '▁homework', '.']","['▁आफ्नो', '▁गृहकार्य', '▁गर्न', '▁नबिर्सनुहोस्', '।']","['▁do', '▁not', '▁forget', '▁to', '▁do', '▁your', '▁homework.']","['▁आफ्नो', '▁गृहकार्य', '▁गर्न', '▁नबिर्सनुहोस्।']","[2, 35, 37, 877, 10, 35, 108, 1265, 4, 3]","[2, 188, 1145, 83, 1591, 4, 3]","[2, 12, 10, 351, 7, 12, 29, 781, 3]","[2, 32, 351, 11, 553, 3]",10,7,9,6
"['▁have', '▁you', '▁already', '▁eaten', '▁some', '▁cake', '?']","['▁अ', 'घ', 'िन', 'ै', '▁केक', '▁खाइ', 'सक्', 'नु', '▁भयो', '?']","['▁have', '▁you', '▁already', '▁eaten', '▁some', '▁cake?']","['▁अघिनै', '▁केक', '▁खाइसक्नु', '▁भयो?']","[2, 65, 21, 515, 1419, 241, 1420, 6, 3]","[2, 42, 2977, 58, 2947, 1226, 1075, 2103, 27, 305, 5, 3]","[2, 13, 6, 171, 654, 101, 2636, 3]","[2, 1423, 510, 1716, 456, 3]",9,12,8,6
"['▁he', '▁has', '▁been', '▁dead', '▁for', '▁three', '▁years', '.']","['▁उनको', '▁मृत्यु', '▁भएको', '▁तीन', '▁वर्ष', '▁भयो', '▁', '।']","['▁he', '▁has', '▁been', '▁dead', '▁for', '▁three', '▁years.']","['▁उनको', '▁मृत्यु', '▁भएको', '▁तीन', '▁वर्ष', '▁भयो', '▁।']","[2, 46, 158, 265, 1318, 88, 356, 549, 4, 3]","[2, 974, 824, 347, 431, 190, 305, 2926, 4, 3]","[2, 18, 44, 78, 1169, 24, 109, 388, 3]","[2, 297, 282, 113, 159, 116, 220, 14, 3]",10,10,9,9
"['▁how', '▁will', '▁the', '▁weather', '▁be', '▁tomorrow', '?']","['▁भोलिको', '▁मौसम', '▁कस्तो', '▁रहनेछ', '?']","['▁how', '▁will', '▁the', '▁weather', '▁be', '▁tomorrow?']","['▁भोलिको', '▁मौसम', '▁कस्तो', '▁रहनेछ?']","[2, 153, 102, 23, 1205, 60, 454, 6, 3]","[2, 1139, 984, 494, 1511, 5, 3]","[2, 43, 26, 8, 642, 30, 652, 3]","[2, 381, 384, 133, 589, 3]",9,7,8,6
"['▁i', '▁did', '▁not', '▁really', '▁think', '▁about', '▁that', '.']","['▁मैले', '▁साँच्चै', '▁यसको', '▁बारेमा', '▁सोचेको', '▁छैन', '।']","['▁i', '▁did', '▁not', '▁really', '▁think', '▁about', '▁that.']","['▁मैले', '▁साँच्चै', '▁यसको', '▁बारेमा', '▁सोचेको', '▁छैन।']","[2, 8, 101, 37, 250, 160, 181, 56, 4, 3]","[2, 88, 282, 634, 415, 902, 73, 4, 3]","[2, 4, 25, 10, 72, 47, 52, 65, 3]","[2, 12, 69, 184, 107, 291, 16, 3]",10,9,9,8
"['▁i', '▁do', '▁not', '▁mind', '▁the', '▁smell', '▁of', '▁d', 'uri', 'an', '.']","['▁मलाई', '▁ड', 'ुर', 'िय', 'नको', '▁ग', 'न्ध', 'मा', '▁कुनै', '▁आ', 'प', 'त्ति', '▁छैन', '।']","['▁i', '▁do', '▁not', '▁mind', '▁the', '▁smell', '▁of', '▁durian.']","['▁मलाई', '▁डुरियनको', '▁गन्धमा', '▁कुनै', '▁आपत्ति', '▁छैन।']","[2, 8, 35, 37, 753, 23, 1552, 69, 18, 2060, 36, 4, 3]","[2, 49, 241, 199, 570, 925, 20, 1039, 29, 367, 51, 2944, 855, 73, 4, 3]","[2, 4, 12, 10, 381, 8, 1337, 20, 1, 3]","[2, 6, 2094, 1769, 92, 1506, 16, 3]",13,16,10,8
"['▁i', '▁do', '▁not', '▁want', '▁anybody', '▁to', '▁get', '▁hurt', '.']","['▁म', '▁कसैलाई', '▁चोट', '▁पु', 'र्याउन', '▁चाहन्न', '।']","['▁i', '▁do', '▁not', '▁want', '▁anybody', '▁to', '▁get', '▁hurt.']","['▁म', '▁कसैलाई', '▁चोट', '▁पुर्याउन', '▁चाहन्न।']","[2, 8, 35, 37, 114, 1124, 10, 179, 1033, 4, 3]","[2, 6, 894, 1724, 381, 1474, 308, 4, 3]","[2, 4, 12, 10, 40, 592, 7, 58, 1262, 3]","[2, 4, 256, 681, 2442, 80, 3]",11,9,10,7
"['▁i', '▁gave', '▁tom', '▁some', '▁milk', '▁and', '▁cookies', '.']","['▁मैले', '▁टमलाई', '▁केही', '▁दूध', '▁र', '▁कुकीहरू', '▁दिएँ', '।']","['▁i', '▁gave', '▁tom', '▁some', '▁milk', '▁and', '▁cookies.']","['▁मैले', '▁टमलाई', '▁केही', '▁दूध', '▁र', '▁कुकीहरू', '▁दिएँ।']","[2, 8, 657, 22, 241, 1191, 130, 2531, 4, 3]","[2, 88, 116, 215, 962, 39, 2701, 2403, 4, 3]","[2, 4, 212, 5, 101, 931, 32, 2240, 3]","[2, 12, 18, 44, 439, 28, 925, 1070, 3]",10,10,9,9
"['▁i', '▁have', '▁not', '▁decided', '▁what', '▁to', '▁do', '▁yet', '.']","['▁मैले', '▁अझै', '▁के', '▁गर्ने', '▁निर्णय', '▁गरेको', '▁छैन', '।']","['▁i', '▁have', '▁not', '▁decided', '▁what', '▁to', '▁do', '▁yet.']","['▁मैले', '▁अझै', '▁के', '▁गर्ने', '▁निर्णय', '▁गरेको', '▁छैन।']","[2, 8, 65, 37, 999, 94, 10, 35, 598, 4, 3]","[2, 88, 281, 34, 233, 374, 270, 73, 4, 3]","[2, 4, 13, 10, 359, 23, 7, 12, 290, 3]","[2, 12, 66, 7, 86, 93, 67, 16, 3]",11,10,10,9
"['▁i', '▁just', '▁down', 'l', 'o', 'aded', '▁a', '▁lot', '▁of', '▁fil', 'es', '.']","['▁मैले', '▁भर्खरै', '▁धेरै', '▁फ', 'ाई', 'ल', 'हरू', '▁ड', 'ाउन', 'लो', 'ड', '▁गरें', '।']","['▁i', '▁just', '▁downloaded', '▁a', '▁lot', '▁of', '▁files.']","['▁मैले', '▁भर्खरै', '▁धेरै', '▁फाईलहरू', '▁डाउनलोड', '▁गरें।']","[2, 8, 263, 456, 2982, 2974, 2728, 9, 343, 69, 2546, 53, 4, 3]","[2, 88, 899, 93, 104, 9, 2935, 122, 241, 210, 153, 2968, 561, 4, 3]","[2, 4, 76, 1, 11, 121, 20, 1, 3]","[2, 12, 279, 13, 2498, 2089, 179, 3]",14,15,9,8
"['▁i', '▁live', '▁next', '▁door', '▁to', '▁the', '▁to', 'y', '▁shop', '.']","['▁म', '▁खेलौ', 'ना', '▁पसलको', '▁छेउमा', '▁बस्छु', '।']","['▁i', '▁live', '▁next', '▁door', '▁to', '▁the', '▁toy', '▁shop.']","['▁म', '▁खेलौना', '▁पसलको', '▁छेउमा', '▁बस्छु।']","[2, 8, 370, 529, 545, 10, 23, 10, 2985, 1860, 4, 3]","[2, 6, 2374, 181, 2512, 1847, 690, 4, 3]","[2, 4, 199, 162, 304, 7, 8, 1, 2412, 3]","[2, 4, 1739, 1115, 685, 275, 3]",12,9,10,7
"['▁i', '▁thought', '▁tom', '▁might', '▁be', '▁in', '▁boston', '.']","['▁मैले', '▁सोचे', '▁कि', '▁टम', '▁बोस्टन', '▁मा', '▁हुन', '▁सक्छ', '।']","['▁i', '▁thought', '▁tom', '▁might', '▁be', '▁in', '▁boston.']","['▁मैले', '▁सोचे', '▁कि', '▁टम', '▁बोस्टन', '▁मा', '▁हुन', '▁सक्छ।']","[2, 8, 383, 22, 771, 60, 57, 347, 4, 3]","[2, 88, 989, 77, 16, 272, 107, 354, 342, 4, 3]","[2, 4, 120, 5, 265, 30, 16, 197, 3]","[2, 12, 398, 17, 5, 161, 162, 90, 164, 3]",10,11,9,10
"['▁i', '▁was', '▁surprised', '▁when', '▁tom', '▁told', '▁me', '.']","['▁जब', '▁टमले', '▁मलाई', '▁भन्यो', '▁म', '▁छक्क', '▁परें', '।']","['▁i', '▁was', '▁surprised', '▁when', '▁tom', '▁told', '▁me.']","['▁जब', '▁टमले', '▁मलाई', '▁भन्यो', '▁म', '▁छक्क', '▁परें।']","[2, 8, 74, 1160, 236, 22, 361, 78, 4, 3]","[2, 2135, 52, 49, 818, 6, 2387, 2411, 4, 3]","[2, 4, 19, 591, 68, 5, 110, 57, 3]","[2, 1014, 8, 6, 378, 4, 1002, 1111, 3]",10,10,9,9
"['▁i', '▁have', '▁forgotten', '▁toms', '▁w', 'if', 'es', '▁name', '.']","['▁मैले', '▁टमकी', '▁श्रीमतीको', '▁नाम', '▁बिर्स', 'िए', '।']","['▁i', '▁have', '▁forgotten', '▁toms', '▁wifes', '▁name.']","['▁मैले', '▁टमकी', '▁श्रीमतीको', '▁नाम', '▁बिर्सिए।']","[2, 8, 65, 2374, 295, 11, 310, 53, 604, 4, 3]","[2, 88, 978, 908, 252, 691, 608, 4, 3]","[2, 4, 13, 1428, 90, 1, 554, 3]","[2, 12, 311, 288, 61, 2634, 3]",11,9,8,7
"['▁it', '▁is', '▁said', '▁that', '▁he', '▁was', '▁very', '▁rich', '.']","['▁भनि', 'न्छ', '▁उनी', '▁निकै', '▁धनी', '▁थिए', '▁', '।']","['▁it', '▁is', '▁said', '▁that', '▁he', '▁was', '▁very', '▁rich.']","['▁भनिन्छ', '▁उनी', '▁निकै', '▁धनी', '▁थिए', '▁।']","[2, 63, 32, 297, 56, 46, 74, 175, 1202, 4, 3]","[2, 2284, 30, 170, 630, 857, 139, 2926, 4, 3]","[2, 17, 9, 95, 14, 18, 19, 46, 943, 3]","[2, 2716, 33, 181, 270, 315, 14, 3]",11,10,10,8
"['▁it', '▁is', '▁cold', 'er', '▁today', '▁than', '▁yesterday', '.']","['▁हिजो', '▁भन्दा', '▁आज', '▁चिसो', '▁ब', 'ढ', 'ेको', '▁छ', '▁', '।']","['▁it', '▁is', '▁colder', '▁today', '▁than', '▁yesterday.']","['▁हिजो', '▁भन्दा', '▁आज', '▁चिसो', '▁बढेको', '▁छ', '▁।']","[2, 63, 32, 697, 48, 373, 247, 540, 4, 3]","[2, 435, 271, 265, 876, 23, 2976, 62, 13, 2926, 4, 3]","[2, 17, 9, 1, 543, 94, 248, 3]","[2, 123, 63, 72, 263, 2547, 22, 14, 3]",10,12,8,9
"['▁london', '▁is', '▁the', '▁capital', '▁of', '▁engl', 'and', '.']","['▁ल', 'न्ड', 'न', '▁इ', 'ङ्ग', 'ल्याण्ड', '▁को', '▁राजधानी', '▁हो', '।']","['▁london', '▁is', '▁the', '▁capital', '▁of', '▁england.']","['▁लन्डन', '▁इङ्गल्याण्ड', '▁को', '▁राजधानी', '▁हो।']","[2, 2866, 32, 23, 2809, 69, 806, 252, 4, 3]","[2, 47, 1038, 2929, 842, 767, 1002, 132, 456, 56, 4, 3]","[2, 2544, 9, 8, 1699, 20, 1, 3]","[2, 2943, 1532, 43, 122, 15, 3]",10,12,8,7
"['▁my', '▁brother', '▁and', '▁i', '▁were', '▁very', '▁close', '.']","['▁मेरो', '▁भाइ', '▁र', '▁म', '▁धेरै', '▁नजिक', '▁थियौं', '।']","['▁my', '▁brother', '▁and', '▁i', '▁were', '▁very', '▁close.']","['▁मेरो', '▁भाइ', '▁र', '▁म', '▁धेरै', '▁नजिक', '▁थियौं।']","[2, 99, 727, 130, 8, 218, 175, 1011, 4, 3]","[2, 121, 796, 39, 6, 93, 1451, 1852, 4, 3]","[2, 27, 529, 32, 4, 61, 46, 2762, 3]","[2, 19, 280, 28, 4, 13, 1086, 1065, 3]",10,10,9,9
"['▁never', '▁be', '▁afraid', '▁to', '▁make', '▁mistakes', '.']","['▁अस', 'फल', 'ता', '▁देखि', '▁न', 'ड', 'रा', 'ऊ', '।']","['▁never', '▁be', '▁afraid', '▁to', '▁make', '▁mistakes.']","['▁असफलता', '▁देखि', '▁नडराऊ।']","[2, 283, 60, 745, 10, 390, 1506, 4, 3]","[2, 1051, 1324, 146, 736, 55, 2968, 137, 2979, 4, 3]","[2, 83, 30, 275, 7, 117, 846, 3]","[2, 1467, 440, 2279, 3]",9,11,8,5
"['▁results', '▁will', '▁be', '▁ann', 'oun', 'ced', '▁monday', '.']","['▁न', 'ति', 'जा', '▁सोमबार', '▁घ', 'ो', 'ष', 'णा', '▁हुनेछ', '।']","['▁results', '▁will', '▁be', '▁announced', '▁monday.']","['▁नतिजा', '▁सोमबार', '▁घोषणा', '▁हुनेछ।']","[2, 2696, 102, 60, 2904, 224, 876, 1068, 4, 3]","[2, 55, 82, 310, 600, 168, 2933, 2971, 760, 565, 4, 3]","[2, 2791, 26, 30, 1, 617, 3]","[2, 2280, 187, 1865, 251, 3]",10,12,7,6
"['▁the', '▁p', 'ig', '▁is', '▁an', '▁intelligent', '▁anim', 'al', '.']","['▁सुँगुर', '▁एक', '▁बुद्धि', 'मान', '▁प्राणी', '▁हो', '।']","['▁the', '▁pig', '▁is', '▁an', '▁intelligent', '▁animal.']","['▁सुँगुर', '▁एक', '▁बुद्धिमान', '▁प्राणी', '▁हो।']","[2, 23, 42, 328, 32, 67, 2932, 1551, 103, 4, 3]","[2, 1553, 134, 1914, 379, 1910, 56, 4, 3]","[2, 8, 1, 9, 74, 2343, 1, 3]","[2, 1318, 24, 2653, 2476, 15, 3]",11,9,8,7
"['▁the', '▁public', '▁has', '▁the', '▁right', '▁to', '▁know', '.']","['▁जनता', 'लाई', '▁जान्न', '▁प', 'ाउने', '▁अ', 'ध', 'िक', 'ार', '▁छ', '▁', '।']","['▁the', '▁public', '▁has', '▁the', '▁right', '▁to', '▁know.']","['▁जनतालाई', '▁जान्न', '▁पाउने', '▁अधिकार', '▁छ', '▁।']","[2, 23, 2259, 158, 23, 395, 10, 121, 4, 3]","[2, 2391, 19, 1119, 21, 664, 42, 2963, 213, 63, 13, 2926, 4, 3]","[2, 8, 2228, 44, 8, 161, 7, 363, 3]","[2, 1975, 359, 2406, 1433, 22, 14, 3]",10,14,9,8
"['▁there', '▁is', '▁no', '▁time', '▁to', '▁do', '▁that', '▁today', '.']","['▁आज', '▁त्यो', '▁गर्ने', '▁समय', '▁छैन', '।']","['▁there', '▁is', '▁no', '▁time', '▁to', '▁do', '▁that', '▁today.']","['▁आज', '▁त्यो', '▁गर्ने', '▁समय', '▁छैन।']","[2, 161, 32, 29, 194, 10, 35, 56, 373, 4, 3]","[2, 265, 135, 233, 340, 73, 4, 3]","[2, 51, 9, 67, 93, 7, 12, 14, 150, 3]","[2, 72, 21, 86, 105, 16, 3]",11,8,10,7
"['▁this', '▁ring', '▁is', '▁the', '▁one', '▁tom', '▁gave', '▁me', '.']","['▁यो', '▁टमले', '▁मलाई', '▁दि', 'एको', '▁एउटा', '▁औंठी', '▁हो', '।']","['▁this', '▁ring', '▁is', '▁the', '▁one', '▁tom', '▁gave', '▁me.']","['▁यो', '▁टमले', '▁मलाई', '▁दिएको', '▁एउटा', '▁औंठी', '▁हो।']","[2, 86, 1800, 32, 23, 219, 22, 657, 78, 4, 3]","[2, 68, 52, 49, 185, 102, 227, 1773, 56, 4, 3]","[2, 22, 1750, 9, 8, 71, 5, 212, 57, 3]","[2, 10, 8, 6, 2184, 47, 639, 15, 3]",11,11,10,9
"['▁tom', '▁always', '▁gets', '▁up', '▁at', '▁six', 'th', 'irty', '.']","['▁टम', '▁ज', 'हिले', '▁पनि', '▁सा', 'ढे', '▁छ', '▁बजे', '▁उठ', '्छ', '।']","['▁tom', '▁always', '▁gets', '▁up', '▁at', '▁sixthirty.']","['▁टम', '▁जहिले', '▁पनि', '▁साढे', '▁छ', '▁बजे', '▁उठ्छ।']","[2, 22, 404, 1335, 196, 132, 1344, 353, 2025, 4, 3]","[2, 16, 44, 149, 182, 179, 2891, 13, 858, 1052, 1616, 4, 3]","[2, 5, 116, 527, 81, 41, 1, 3]","[2, 5, 1996, 31, 1, 22, 373, 1545, 3]",11,13,8,9
"['▁tom', '▁does', '▁not', '▁exp', 'ress', '▁himself', '▁well', '.']","['▁टमले', '▁आफूलाई', '▁राम्रोसँग', '▁व्यक्त', '▁गर्दैन', '।']","['▁tom', '▁does', '▁not', '▁express', '▁himself', '▁well.']","['▁टमले', '▁आफूलाई', '▁राम्रोसँग', '▁व्यक्त', '▁गर्दैन।']","[2, 22, 176, 37, 754, 502, 763, 452, 4, 3]","[2, 52, 1292, 1992, 2665, 896, 4, 3]","[2, 5, 49, 10, 1, 466, 242, 3]","[2, 8, 413, 787, 1274, 668, 3]",10,8,8,7
"['▁tom', '▁gave', '▁me', '▁this', '▁for', '▁my', '▁birthday', '.']","['▁टमले', '▁मलाई', '▁मेरो', '▁जन्मदिनको', '▁लागि', '▁यो', '▁दिए', '।']","['▁tom', '▁gave', '▁me', '▁this', '▁for', '▁my', '▁birthday.']","['▁टमले', '▁मलाई', '▁मेरो', '▁जन्मदिनको', '▁लागि', '▁यो', '▁दिए।']","[2, 22, 657, 78, 86, 88, 99, 1311, 4, 3]","[2, 52, 49, 121, 2807, 211, 68, 626, 4, 3]","[2, 5, 212, 33, 22, 24, 27, 1047, 3]","[2, 8, 6, 19, 1012, 42, 10, 213, 3]",10,10,9,9
"['▁tom', '▁has', '▁everything', '▁under', '▁control', '.']","['▁टमको', '▁नियन्त्रणमा', '▁सबै', '▁कुरा', '▁छ', '।']","['▁tom', '▁has', '▁everything', '▁under', '▁control.']","['▁टमको', '▁नियन्त्रणमा', '▁सबै', '▁कुरा', '▁छ।']","[2, 22, 158, 490, 418, 2417, 4, 3]","[2, 198, 2851, 180, 195, 13, 4, 3]","[2, 5, 44, 205, 404, 2462, 3]","[2, 36, 1092, 79, 40, 9, 3]",8,8,7,7
"['▁tom', '▁is', '▁in', '▁the', '▁hospital', '▁is', '▁not', '▁he', '?']","['▁टम', '▁अस्पतालमा', '▁छ', ',', '▁हैन', '?']","['▁tom', '▁is', '▁in', '▁the', '▁hospital', '▁is', '▁not', '▁he?']","['▁टम', '▁अस्पतालमा', '▁छ,', '▁हैन?']","[2, 22, 32, 57, 23, 1230, 32, 37, 46, 6, 3]","[2, 16, 1987, 13, 2973, 468, 5, 3]","[2, 5, 9, 16, 8, 1198, 9, 10, 234, 3]","[2, 5, 632, 126, 1, 3]",11,8,10,6
"['▁tom', '▁is', '▁still', '▁doing', '▁that', '▁i', '▁think', '.']","['▁टम', '▁अझै', '▁पनि', '▁त्यही', '▁गरिरहेको', '▁छ', ',', '▁मलाई', '▁लाग्छ', '।']","['▁tom', '▁is', '▁still', '▁doing', '▁that', '▁i', '▁think.']","['▁टम', '▁अझै', '▁पनि', '▁त्यही', '▁गरिरहेको', '▁छ,', '▁मलाई', '▁लाग्छ।']","[2, 22, 32, 338, 419, 56, 8, 160, 4, 3]","[2, 16, 281, 182, 891, 602, 13, 2973, 49, 167, 4, 3]","[2, 5, 9, 103, 131, 14, 4, 758, 3]","[2, 5, 66, 31, 362, 170, 126, 6, 176, 3]",10,12,9,10
"['▁tom', '▁is', '▁working', '▁in', '▁his', '▁office', '▁now', '.']","['▁टम', '▁अहिले', '▁आफ्नो', '▁कार्यालयमा', '▁काम', '▁गर्दैछ', '।']","['▁tom', '▁is', '▁working', '▁in', '▁his', '▁office', '▁now.']","['▁टम', '▁अहिले', '▁आफ्नो', '▁कार्यालयमा', '▁काम', '▁गर्दैछ।']","[2, 22, 32, 890, 57, 124, 1041, 267, 4, 3]","[2, 16, 253, 188, 1994, 222, 509, 4, 3]","[2, 5, 9, 391, 16, 31, 690, 118, 3]","[2, 5, 76, 32, 647, 52, 195, 3]",10,9,9,8
"['▁tom', '▁is', '▁not', '▁here', '▁because', '▁he', '▁is', '▁sick', '.']","['▁टम', '▁यहाँ', '▁छैन', '▁किनभने', '▁ऊ', '▁बिरामी', '▁छ', '।']","['▁tom', '▁is', '▁not', '▁here', '▁because', '▁he', '▁is', '▁sick.']","['▁टम', '▁यहाँ', '▁छैन', '▁किनभने', '▁ऊ', '▁बिरामी', '▁छ।']","[2, 22, 32, 37, 169, 744, 46, 32, 1005, 4, 3]","[2, 16, 232, 73, 1882, 196, 510, 13, 4, 3]","[2, 5, 9, 10, 99, 250, 18, 9, 660, 3]","[2, 5, 55, 100, 650, 38, 142, 9, 3]",11,10,10,9
"['▁tom', '▁loves', '▁pizza', '▁and', '▁french', '▁f', 'ries', '.']","['▁टमलाई', '▁पिज्जा', '▁र', '▁फ्रेन्च', '▁फ्राइ', 'ज', '▁मन', '▁पर्छ', '।']","['▁tom', '▁loves', '▁pizza', '▁and', '▁french', '▁fries.']","['▁टमलाई', '▁पिज्जा', '▁र', '▁फ्रेन्च', '▁फ्राइज', '▁मन', '▁पर्छ।']","[2, 22, 1246, 2063, 130, 308, 31, 1414, 4, 3]","[2, 116, 2632, 39, 545, 2518, 2953, 124, 216, 4, 3]","[2, 5, 470, 1787, 32, 153, 1, 3]","[2, 18, 1123, 28, 201, 2525, 25, 57, 3]",10,11,8,9
"['▁tom', '▁said', '▁he', '▁was', '▁happy', '▁to', '▁do', '▁that', '.']","['▁टमले', '▁यसो', '▁गर्न', '▁पाउँदा', '▁खुसी', '▁लागेको', '▁बताए', '।']","['▁tom', '▁said', '▁he', '▁was', '▁happy', '▁to', '▁do', '▁that.']","['▁टमले', '▁यसो', '▁गर्न', '▁पाउँदा', '▁खुसी', '▁लागेको', '▁बताए।']","[2, 22, 297, 46, 74, 521, 10, 35, 56, 4, 3]","[2, 52, 2289, 83, 1541, 395, 416, 808, 4, 3]","[2, 5, 95, 18, 19, 282, 7, 12, 65, 3]","[2, 8, 1226, 11, 559, 98, 115, 323, 3]",11,10,10,9
"['▁tom', '▁was', '▁the', '▁one', '▁who', '▁gave', '▁me', '▁this', '.']","['▁टम', '▁एक', '▁थियो', '▁जसले', '▁मलाई', '▁यो', '▁दियो', '।']","['▁tom', '▁was', '▁the', '▁one', '▁who', '▁gave', '▁me', '▁this.']","['▁टम', '▁एक', '▁थियो', '▁जसले', '▁मलाई', '▁यो', '▁दियो।']","[2, 22, 74, 23, 219, 213, 657, 78, 86, 4, 3]","[2, 16, 134, 105, 977, 49, 68, 2405, 4, 3]","[2, 5, 19, 8, 71, 69, 212, 33, 145, 3]","[2, 5, 24, 83, 309, 6, 10, 1071, 3]",11,10,10,9
"['▁we', '▁expected', '▁tom', '▁to', '▁beha', 've', '▁better', '.']","['▁हामीले', '▁टमले', '▁राम्रो', '▁व्यवहार', '▁गर्ने', '▁अपेक्षा', '▁गरेका', '▁थियौं', '।']","['▁we', '▁expected', '▁tom', '▁to', '▁behave', '▁better.']","['▁हामीले', '▁टमले', '▁राम्रो', '▁व्यवहार', '▁गर्ने', '▁अपेक्षा', '▁गरेका', '▁थियौं।']","[2, 61, 1797, 22, 10, 1862, 26, 439, 4, 3]","[2, 296, 52, 175, 1953, 233, 2689, 1483, 1852, 4, 3]","[2, 21, 1151, 5, 7, 2566, 562, 3]","[2, 71, 8, 30, 796, 86, 856, 516, 1065, 3]",10,11,8,10
"['▁what', '▁did', '▁you', '▁do', '▁for', '▁fathers', '▁day', '?']","['▁बुवा', 'को', '▁दिनमा', '▁के', '▁गर्नुभयो', '▁', '?']","['▁what', '▁did', '▁you', '▁do', '▁for', '▁fathers', '▁day?']","['▁बुवाको', '▁दिनमा', '▁के', '▁गर्नुभयो', '▁?']","[2, 94, 101, 21, 35, 88, 2571, 359, 6, 3]","[2, 1807, 17, 993, 34, 1144, 2926, 5, 3]","[2, 23, 25, 6, 12, 24, 1510, 1085, 3]","[2, 2656, 316, 7, 670, 34, 3]",10,9,9,7
"['▁when', '▁was', '▁the', '▁last', '▁time', '▁you', '▁cried', '?']","['▁तिमी', '▁अन्तिम', '▁पटक', '▁कहिले', '▁रो', 'एको', '▁थियौ', '▁', '?']","['▁when', '▁was', '▁the', '▁last', '▁time', '▁you', '▁cried?']","['▁तिमी', '▁अन्तिम', '▁पटक', '▁कहिले', '▁रोएको', '▁थियौ', '▁?']","[2, 236, 74, 23, 374, 194, 21, 2564, 6, 3]","[2, 120, 1133, 382, 495, 392, 102, 2402, 2926, 5, 3]","[2, 68, 19, 8, 115, 93, 6, 1, 3]","[2, 60, 340, 95, 158, 2917, 1064, 34, 3]",10,11,9,9
"['▁why', '▁do', '▁you', '▁need', '▁to', '▁borrow', '▁my', '▁car', '?']","['▁तपाईंले', '▁मेरो', '▁कार', '▁किन', '▁सा', 'प', 'टी', '▁लिनु', '▁पर्यो', '▁', '?']","['▁why', '▁do', '▁you', '▁need', '▁to', '▁borrow', '▁my', '▁car?']","['▁तपाईंले', '▁मेरो', '▁कार', '▁किन', '▁सापटी', '▁लिनु', '▁पर्यो', '▁?']","[2, 193, 35, 21, 212, 10, 1699, 99, 281, 6, 3]","[2, 224, 121, 409, 206, 179, 2944, 418, 1815, 995, 2926, 5, 3]","[2, 55, 12, 6, 80, 7, 1294, 27, 703, 3]","[2, 46, 19, 191, 49, 1, 791, 1113, 34, 3]",11,13,10,10
"['▁you', '▁have', '▁to', '▁go', '▁back', '▁to', '▁australia', '.']","['▁तपाई', '▁अष्ट्रेलिया', '▁फर्कि', 'नु', '▁पर्छ', '।']","['▁you', '▁have', '▁to', '▁go', '▁back', '▁to', '▁australia.']","['▁तपाई', '▁अष्ट्रेलिया', '▁फर्किनु', '▁पर्छ।']","[2, 21, 65, 10, 76, 339, 10, 651, 4, 3]","[2, 45, 755, 1861, 27, 216, 4, 3]","[2, 6, 13, 7, 53, 134, 7, 382, 3]","[2, 45, 630, 2491, 57, 3]",10,8,9,6
"['▁you', '▁must', '▁respect', '▁s', 'en', 'ior', '▁c', 'it', 'iz', 'ens', '.']","['▁ज्येष्ठ', '▁नागरिकलाई', '▁सम्मान', '▁गर्नुपर्छ', '।']","['▁you', '▁must', '▁respect', '▁senior▁citizens.']","['▁ज्येष्ठ', '▁नागरिकलाई', '▁सम्मान', '▁गर्नुपर्छ।']","[2, 21, 494, 2249, 14, 44, 2229, 27, 54, 511, 879, 4, 3]","[2, 1940, 1990, 1308, 703, 4, 3]","[2, 6, 144, 2002, 1, 3]","[2, 699, 729, 473, 231, 3]",13,7,6,6
"['▁you', '▁are', '▁going', '▁to', '▁be', '▁my', '▁son', 'in', 'l', 'aw', '.']","['▁तपाई', '▁मेरो', '▁ज', '्व', 'ाइ', 'ँ', '▁बन्', 'दै', '▁हुनुहुन्छ', '।']","['▁you', '▁are', '▁going', '▁to', '▁be', '▁my', '▁soninlaw.']","['▁तपाई', '▁मेरो', '▁ज्वाइँ', '▁बन्दै', '▁हुनुहुन्छ।']","[2, 21, 73, 216, 10, 60, 99, 1072, 19, 2982, 811, 4, 3]","[2, 45, 121, 44, 841, 129, 2951, 2279, 109, 142, 4, 3]","[2, 6, 15, 64, 7, 30, 27, 1, 3]","[2, 45, 19, 2041, 2563, 85, 3]",13,12,9,7
